ax,ay,az,gx,gy,gz
-5.5210,-1.6664,-6.6200,-0.2630,-0.6089,-0.6880
-7.7524,-1.3455,-3.6105,-0.4967,-0.6273,0.2638
-8.4324,1.1588,-2.1644,-0.2236,-0.1596,0.7528
-8.2528,1.1325,-1.5754,-0.1884,0.0917,0.8263
-7.6662,7.0102,-5.5809,-0.1940,0.2822,0.9044
-3.6919,4.3503,-4.1132,0.6254,-0.9435,0.6749
-4.4867,8.5186,-2.8323,-0.7053,-1.0152,0.5329
-6.1914,8.2073,-0.7039,-0.7080,-0.3976,-0.1242
-5.8083,5.5067,-0.9242,0.3589,0.9523,0.0536
-5.0182,5.7509,-1.3647,-0.5441,1.1602,-0.3403
-9.4523,14.3892,-3.9097,-1.3310,1.2430,-0.7634
-2.0375,5.5881,-1.5036,-0.6371,1.7965,-0.9633
-1.9728,8.3773,-4.5083,-0.7218,0.4066,0.2177
-3.6943,4.6567,-1.9369,0.2262,0.1572,-0.0370
-5.6479,7.3909,-2.6576,-0.1860,0.2582,-0.1759
-5.5498,7.5489,-0.9481,-0.0274,-0.2228,0.5009
-4.2593,6.8067,0.0000,-0.4167,0.0037,-0.6360
-6.1076,2.9233,5.0087,2.0462,-0.1013,-0.3147
-6.7684,6.9456,-6.2465,0.5140,-0.3403,1.0416
-10.0006,3.4213,7.0749,-0.4101,1.7717,-0.0645
1.0654,7.1323,-25.9460,-0.5705,6.2270,1.0243
9.3996,11.8537,-9.8497,-3.7467,-3.4475,-1.0523
0.1867,8.9998,2.6743,-1.9063,1.3395,-1.6302
-1.2833,10.2855,1.0894,0.7402,0.2579,0.3078
0.7997,10.6135,-0.1748,1.1794,-0.1527,0.7011
2.0518,9.3206,-4.5490,1.0155,0.7746,-1.6236
1.0056,7.9009,-6.1435,0.0597,-0.2555,-2.0190
-4.6495,2.7869,-2.6360,0.1868,0.0485,-1.1295
-4.6974,8.8370,-2.3679,-0.2217,0.5185,0.8468
-2.3870,6.2201,-5.9807,1.2793,0.6331,1.6140
0.0048,4.7405,-9.3781,0.3520,0.3179,0.5702
1.6807,4.5250,-7.7189,0.0464,-0.0829,-0.7669
0.5674,6.1746,-6.2153,-1.0946,-0.4860,-0.9734
-2.7629,8.8681,-3.7900,0.0211,-1.8985,-0.5777
-8.5066,3.6583,-2.6025,0.2116,-0.0602,0.5404
-4.6088,6.1172,-2.5642,0.3792,0.3072,0.5305
-4.5298,7.7644,-3.5458,0.1303,-0.3325,0.2707
-1.1013,9.8114,-3.9768,0.4037,-0.0408,0.1231
-3.4405,10.0389,-4.9488,0.0610,0.0703,-0.0504
0.5315,6.9168,-4.7980,0.0064,0.6382,-0.6078
-0.8882,5.1356,-4.4293,-0.6081,1.0472,-1.5703
-9.1866,4.3551,-4.9009,0.2555,-0.2635,-0.5526
-5.2337,4.8339,-2.8012,0.0378,0.3848,-0.2310
-5.8562,5.7485,-3.6009,0.0043,0.3038,-0.1026
-5.2026,6.9384,-4.3335,-0.2078,0.5247,0.0799
-2.2769,5.9687,-5.2505,0.5353,-0.0453,0.1495
-2.2290,6.1603,-4.4604,0.4242,-0.2081,0.0957
-2.3056,6.8211,-5.0039,0.2838,-0.6113,0.2625
-5.7796,5.9352,-5.6671,0.5065,-0.6320,0.6328
-4.8914,4.9967,-4.5681,0.1839,-0.2990,0.3706
-5.8969,9.0309,-7.3741,0.0469,-0.1015,0.4373
-2.0255,4.8195,-5.1427,1.2220,-0.3557,0.3046
-2.9712,4.9656,-5.7078,0.8383,-0.3701,0.6800
-5.5737,7.4819,-7.2353,1.3576,-0.5790,1.3390
-4.4173,0.7901,-4.6328,1.3968,0.2030,1.1938
-2.3320,-0.0551,-7.3263,0.9212,0.6241,0.6861
1.1301,-3.8331,-9.9264,1.1964,0.7757,1.6228
3.0981,-3.9361,-9.7731,0.1913,0.7895,0.9108
3.5554,-1.2330,-8.3869,0.0029,0.2702,0.9545
3.9816,-1.0750,-8.1834,-0.1407,0.0253,1.2526
3.8882,-2.3296,-7.3215,0.5585,0.1279,1.3776
-0.5124,-3.1891,-7.5992,-0.6702,-1.2353,0.7480
-9.0094,4.6495,-14.8656,-0.1058,-0.2825,0.5412
-3.4716,0.9146,-9.3230,-0.3211,-0.2038,-0.1386
-0.9529,1.7071,-7.6806,0.4533,-0.0093,-0.0991
-0.3807,0.0072,-1.5826,0.1745,-0.0384,0.0133
Samples stored: 93
-2.6624,3.4477,-7.9224,0.1396,0.0250,0.0000
-2.8132,3.2465,-7.7859,0.1082,0.0045,-0.0136
-2.9233,3.2274,-7.9559,0.2316,-0.0091,0.1092
-2.5522,3.0718,-8.0804,0.1290,0.3856,-0.1212
-1.7813,3.3184,-8.0397,0.1111,0.3264,-0.0701
-1.4030,3.8307,-8.4324,0.1545,-0.0360,0.1937
-1.4461,3.8595,-7.9583,0.0983,-0.0091,0.0234
-0.9888,3.4979,-8.1451,0.1322,-0.0650,0.0123
-1.1540,3.6464,-8.4587,0.1295,0.0040,-0.0099
-1.8531,3.7781,-7.5968,0.0861,-0.1828,-0.1116
-2.8012,3.2992,-7.7333,-0.0927,-0.1415,0.1114
-2.0303,4.5083,-7.7572,-0.0885,0.2731,0.2830
0.1508,6.4212,-9.7061,0.8663,0.2963,-0.3168
0.0311,1.9513,-10.3669,0.9387,-0.3035,0.0176
-3.0694,0.1221,-9.4882,0.8100,-0.4679,0.5891
-3.7445,-0.1628,-5.0613,-0.4090,-0.4999,0.5335
-5.1811,1.3599,-5.9209,-0.3243,-0.0184,0.7389
-4.8746,4.5633,-6.7900,-0.4205,-0.3072,0.3150
-2.5546,6.7349,-7.6998,0.6006,-1.0112,0.7802
-2.9305,6.0023,-5.3415,0.2470,-0.4234,0.6507
-2.8276,5.7772,-4.6088,0.1609,-0.2721,0.4290
-4.5825,9.2057,-7.7476,-0.1492,-0.1071,0.1809
-3.2537,5.7317,-5.7940,0.0842,0.5289,-0.1988
-3.1843,5.8706,-5.3223,0.4061,0.9276,-0.9862
-3.5698,6.2393,-8.6335,0.3232,0.6923,-0.4522
-0.0575,4.8722,-7.3047,-0.2886,0.4362,-0.3792
-0.6943,4.6926,-6.5888,-0.1793,0.2870,-0.6249
-1.4533,5.3822,-8.5808,-0.3560,0.1617,-0.1681
-1.7645,2.8419,-8.0158,-0.0624,0.0743,0.1617
-2.4397,4.6543,-5.9209,0.1082,-0.0608,0.0163
-3.2082,5.3582,-8.3701,-0.2867,0.0802,-0.2057
-0.1508,5.8921,-8.6742,0.0200,-0.0173,0.0203
-2.2027,4.8387,-5.5162,0.2883,-0.3035,0.0879
-2.7725,7.3406,-6.8785,-0.1228,-0.2326,0.0509
-4.6064,5.7820,-7.3598,0.6891,0.0410,-0.1532
-3.1125,4.8435,-5.8610,-0.0354,0.0783,0.0967
-2.9305,6.2297,-6.4835,-0.1761,0.0650,-0.0360
-0.7159,6.7732,-7.6399,0.3714,0.0242,-0.1498
-2.2505,4.6902,-5.0111,0.3656,-0.3730,-0.2510
-2.7150,5.9185,-6.1172,-0.1399,-0.1796,0.0517
-2.6695,5.7102,-8.0445,0.1356,-0.0783,0.1386
-2.1883,4.2521,-6.5673,0.3848,0.1092,0.2912
-2.8395,4.5849,-6.3734,0.0077,0.0384,-0.1239
-2.7126,6.0980,-8.3893,-0.3315,-0.1559,-0.1327
-1.3791,4.7046,-5.8131,0.3557,0.1175,-0.4946
-1.9968,4.9225,-6.3710,-0.2004,0.4223,-0.5577
-1.6185,6.5242,-7.7405,-0.8402,0.8905,-1.1445
-1.2498,4.6448,-5.6479,-0.4405,1.6286,-2.3657
-2.7150,6.9791,-7.0318,-0.7733,2.2274,-3.1757
-1.9465,5.4971,-5.7221,-0.3733,1.4440,-2.1783
-3.6176,5.8586,-7.9942,-0.4700,0.4215,-0.7373
-2.1979,6.7564,-7.7452,0.2651,0.7131,-0.9052
-1.7909,5.3295,-6.3901,-0.0288,0.6387,-0.7530
-2.1715,6.0573,-8.1570,-0.2348,0.2846,-0.5476
-4.4341,5.3032,-7.3215,0.1244,0.0970,-0.0349
-2.7485,4.7166,-5.7341,0.2966,0.1218,0.1151
-3.7685,6.4189,-7.3095,-0.1463,0.0027,0.1905
-1.5131,6.9671,-7.3287,0.4165,0.2233,-0.0850
-1.6041,5.2457,-5.3367,0.4327,-0.0368,-0.1132
-2.3870,6.7181,-6.9719,-0.0432,-0.1617,-0.0714
-4.7836,5.7054,-6.7708,0.6829,-0.1391,-0.0512
-3.7134,4.1372,-5.6024,0.5167,-0.1106,0.1828
-4.0845,5.5809,-7.8961,-0.1380,0.1420,0.0477
-0.4932,6.2201,-8.9136,0.2382,0.1143,0.3736
-1.1325,5.3391,-6.3111,0.5641,-0.2872,0.6081
-2.3822,5.5785,-7.6279,0.5580,-0.5849,0.5609
-5.9735,3.1675,-8.5258,0.3496,-0.5180,0.1812
-3.6703,2.5977,-5.3271,0.1916,0.2078,-0.2862
-5.2050,4.5586,-8.7867,-0.3315,0.0376,-0.2348
-1.1803,5.3032,-8.6000,0.0935,0.0317,0.3861
-2.2146,4.0318,-6.1076,0.3539,-0.4959,0.6624
-2.8036,5.0135,-8.2313,0.1274,-0.3525,0.6003
-2.8946,3.1436,-7.5920,0.5649,-0.0853,0.9769
-2.9904,2.7557,-6.3351,0.4253,-0.1916,0.7000
-2.5187,5.0949,-10.0533,0.0648,-0.1932,0.4122
-1.2546,2.4229,-7.6758,0.9785,-0.3872,1.0944
-1.2210,3.1316,-7.7955,0.6027,-0.2332,1.9481
0.4046,3.2370,-6.9839,1.2481,-0.2462,2.3102
-4.0390,-3.7014,-9.0190,1.8103,0.6800,1.6022
0.3424,-4.7285,-7.8961,0.8055,1.1575,0.9859
2.9281,-4.6974,-8.7221,0.2254,1.1370,0.6419
5.4492,-3.7924,-7.1132,0.0520,0.6875,0.1572
5.9137,-3.4381,-7.2401,-0.0360,0.1327,0.0512
5.2744,-3.8188,-6.8785,0.1828,0.1180,0.0019
5.4253,-3.7206,-6.7852,0.0504,0.0629,-0.0240
5.1188,-3.7397,-6.3422,-0.1316,-0.2369,0.0059
5.6790,-3.5267,-6.6487,-0.3347,-0.9627,-0.2801
2.8611,-2.1069,-7.3741,-0.5263,-1.2039,0.3864
-0.2849,-0.0192,-6.6774,-0.0549,-1.2460,0.0059
0.0311,-0.2490,-1.5251,0.0869,0.2425,-0.3147
0.6512,-1.8651,-9.3901,0.3032,-0.0085,-0.1370
0.3615,-1.6400,-8.7197,0.0781,0.0282,-0.0330
0.5650,-2.0111,-8.9926,0.2212,-0.0293,-0.0200
Samples stored: 73
4.8100,-3.3471,-7.2712,0.1495,0.0128,0.0272
4.9033,-3.3543,-7.2736,0.1420,0.0056,0.0269
5.0159,-3.4884,-7.1251,0.1300,0.0147,0.0013
4.8650,-3.3064,-7.1347,0.1069,-0.0229,0.0709
4.9225,-3.4716,-7.3406,0.0901,-0.0085,0.0906
6.1292,-4.9153,-8.2097,-0.1737,-0.0986,0.5353
4.7285,-4.7190,-6.9839,-0.6659,-0.4911,0.7093
1.3791,-1.5395,-7.4460,-0.9403,-1.0776,1.8727
-1.1827,1.4748,-6.7157,-0.4620,-0.8356,2.6745
0.2370,3.6559,-8.7676,0.2025,0.3110,0.6832
2.9975,2.1859,-8.8418,0.3190,-0.3829,1.2660
-0.3926,0.2179,-5.4396,-0.0389,-0.1716,-0.5654
0.3160,0.2059,-8.7053,0.3219,0.1303,-0.0525
0.5411,0.0024,-8.6359,-0.0120,-0.0019,-0.1223
-0.0192,0.9481,-7.1754,-0.0842,-0.2454,-0.2574
0.3926,0.3400,-5.4444,0.4836,-0.0056,0.6233
2.1620,-0.4214,-5.6455,-0.5015,0.2086,-0.2190
8.4108,-4.8411,-8.6981,-0.2065,0.1591,2.3782
-8.3127,16.0196,-0.4070,-3.6727,-1.7088,-0.6949
-12.2176,6.0166,0.6129,-0.1953,-1.8778,-3.3364
-7.2951,4.3311,-3.5482,-0.0818,-0.0213,0.3573
-10.4986,6.4883,-3.0215,0.5327,0.3613,-0.1332
-12.3828,9.6367,-2.5067,1.1072,1.2132,0.3467
0.1149,1.6448,-3.6943,2.6494,2.0907,0.2526
-1.6831,1.5706,-11.5089,0.8727,1.1711,0.5518
5.7389,-3.1987,-6.9719,1.7139,1.4221,-0.4205
2.3750,-0.3879,-8.0565,0.4775,-1.5199,-0.2230
-3.8331,-3.1484,-8.6933,0.6483,-0.9236,-0.6987
0.4860,-4.9225,-10.6159,0.5875,-0.0221,-0.5857
-0.0527,-4.2234,-8.7652,-0.1532,-0.1346,-0.5175
1.9776,0.0551,-4.3144,0.5401,0.1077,-0.1466
-0.3998,-3.3399,-5.8371,0.8993,0.2729,-0.2782
-1.1564,-5.1763,-7.3263,0.4628,-0.1514,0.0818
0.1844,-7.3334,-8.0541,0.5153,0.0906,-0.4309
0.3041,-6.2273,-6.0573,0.1002,0.0184,-0.0981
1.3168,-5.6407,-6.2010,0.0432,-0.0173,-0.2196
0.5626,-4.9704,-6.5649,0.1300,-0.1498,-0.6086
1.8699,-5.7604,-7.3909,0.1785,-0.1921,-0.5428
2.4325,-5.6647,-6.4763,0.1996,-0.0930,-0.2014
2.5642,-5.9089,-6.6248,0.1879,-0.0424,-0.0552
2.5666,-5.9975,-7.1706,0.1577,0.0650,-0.0192
2.6049,-5.8155,-6.8738,0.1567,0.0333,-0.0187
2.5666,-5.9711,-6.7732,0.1847,0.0221,-0.0269
2.7294,-5.8634,-6.6798,0.1356,0.0197,-0.0181
2.5762,-5.9616,-6.7636,0.1287,-0.0029,0.0938
2.5115,-5.8610,-6.7086,0.1335,0.0621,0.1151
2.6839,-6.0071,-6.7229,0.1681,0.0765,0.0533
2.6288,-5.9927,-6.6870,0.1460,0.0256,-0.0576
2.5642,-5.7868,-6.6607,0.1167,-0.0083,-0.0608
2.4852,-5.8897,-6.7157,0.1775,-0.0181,0.1092
2.4253,-5.9807,-6.7086,0.1607,-0.0171,0.0834
2.2984,-5.9759,-6.6487,0.1335,-0.0216,0.0533
2.4062,-6.0454,-6.7014,0.1226,-0.0053,0.0189
2.3391,-6.0908,-6.6679,0.1905,-0.0091,0.0136
2.3439,-6.1387,-6.5960,0.1543,0.0077,0.0264
2.3559,-6.2225,-6.6104,0.1452,0.0274,0.0560
2.4301,-6.1914,-6.5314,0.1210,0.0501,0.0373
2.3918,-6.1890,-6.5290,0.1346,0.0413,0.0855
2.5331,-6.2489,-6.4859,0.1394,0.0429,0.0171
2.4110,-6.0621,-6.4596,0.1271,0.0051,0.0693
2.4229,-6.1723,-6.6104,0.1308,-0.0032,0.0069
2.3703,-6.1555,-6.5266,0.1322,-0.0043,0.0258
2.4349,-6.1555,-6.5936,0.1399,0.0096,-0.0027
2.3583,-6.2249,-6.5721,0.1402,-0.0032,0.0080
2.4445,-6.2177,-6.5003,0.1482,-0.0011,-0.0192
2.4205,-6.1339,-6.4979,0.1426,-0.0037,0.0245
2.4493,-6.1675,-6.5553,0.1463,0.0013,0.0136
2.4972,-6.2082,-6.4691,0.1258,0.0008,0.0290
2.4732,-6.2153,-6.5386,0.1295,0.0160,0.0229
0.2538,-0.7709,-1.3815,-0.3861,0.3930,0.4167
2.6671,-2.9688,-8.8250,-0.7285,0.3088,0.4088
2.8299,-1.4629,-8.1858,-0.4151,-0.2561,0.6686
1.1851,-0.8092,-8.2408,-0.1852,-0.3837,0.4122
Samples stored: 64
-1.5467,0.9625,-8.7867,0.1282,0.0045,0.0189
-1.5634,1.0127,-8.7867,0.1282,-0.0101,0.0197
-1.4892,0.9673,-8.7963,0.1231,-0.0306,0.0120
-1.2761,0.8547,-8.9256,0.1402,-0.0328,0.0690
-0.6177,0.0838,-8.8394,0.2729,-0.1599,0.7253
-3.8547,0.9098,-8.0469,-0.0059,0.2244,1.4762
-1.3575,3.7804,-9.1746,0.2673,0.5846,1.8820
0.5339,4.5681,-12.5911,-0.0429,-0.5982,1.3347
-2.4517,1.7142,-11.6071,-0.0648,-0.7773,0.1681
-0.1197,1.0295,-3.3279,-0.1274,0.0091,-0.6654
-0.0742,3.7062,-8.3199,-0.2691,0.3986,-0.3158
-1.5347,3.4093,-10.1658,0.3222,-0.3456,0.1924
-2.1739,3.1220,-8.9184,0.2284,0.3477,-0.4695
-1.0965,1.7549,-9.4906,-0.2558,-0.3736,0.7970
0.0958,1.0511,-3.0718,0.3206,-0.0474,-0.3144
0.9912,2.1284,-6.9504,-0.5441,0.6749,-1.6046
-3.1388,2.5259,-5.0685,-0.0195,-0.2630,-1.5439
-3.7541,-2.6480,-10.9918,-0.1921,0.6936,-0.4847
-2.3104,-0.5052,-2.3846,-1.0019,1.1226,-0.7528
8.6790,7.8602,-7.8769,-0.8199,1.9457,0.2915
4.2377,4.5250,-7.9200,1.9095,0.3043,-1.6494
-0.4812,4.7812,-9.1004,-0.5561,-0.6238,-0.2377
0.5626,7.5393,-7.7285,-0.1903,-0.3371,-0.5963
-0.4860,5.8179,-10.7021,0.7261,0.5177,-1.6705
1.2258,3.3112,-7.6399,2.0528,0.3872,-1.2859
-0.6153,-5.0542,-8.9639,-0.5057,0.7216,-1.3901
1.4389,-1.4365,-9.2751,0.3352,-0.1330,-0.5335
3.7685,0.8236,-7.4962,0.2859,-0.9976,-0.9316
-2.9018,-2.7677,-8.0325,1.0834,-1.2430,-0.5532
-2.7174,-3.9289,-7.2760,1.3158,-0.0541,-1.7597
2.4205,-7.2903,-9.1458,0.6214,1.6073,-1.1895
5.6360,-6.2489,-6.1962,-0.4567,0.8540,-0.4890
4.3479,-5.7557,-6.9264,-0.0402,0.3099,-0.2132
4.0103,-4.0031,-3.6248,-0.6789,0.4045,1.2225
4.1539,-0.2418,-8.5784,-0.8042,0.3035,0.6667
5.3367,-1.6927,-4.7429,-0.7344,0.8695,0.6563
6.8259,-3.1651,-2.1572,-0.8868,-0.0043,1.5031
4.5083,-6.6080,-4.4604,0.2265,1.2343,1.1117
4.4867,-5.2433,-6.2369,-0.4690,0.3683,0.5063
6.1076,-4.7238,-5.3056,-0.2070,0.2787,0.4575
5.6336,-4.8411,-5.9807,-0.1807,-0.0562,0.3632
4.7381,-3.9049,-5.1787,-0.3019,-0.2369,0.4684
5.1978,-4.2952,-7.5369,-0.3936,-0.0472,0.3224
5.5785,-3.2346,-8.0278,-0.8657,-0.2036,0.3603
3.5745,-1.6831,-6.4284,0.0919,0.3203,0.2659
4.4963,-1.9968,-8.8274,0.3333,0.3123,0.6664
2.5402,-2.6719,-7.4484,0.3264,-0.1532,-0.2366
3.8379,-3.3543,-7.3885,0.1306,-0.0408,0.0743
3.9361,-3.2010,-7.6782,0.2393,-0.0051,0.0919
3.4668,-2.9137,-8.0565,0.0373,-0.1737,0.0432
2.4948,-2.7078,-8.2337,-0.1018,-0.1940,-0.1132
2.6336,-2.6264,-8.4300,0.1066,-0.1383,0.0805
2.3296,-2.4253,-8.5090,0.0104,-0.0045,-0.1516
2.8826,-2.0542,-8.5449,0.2590,0.0799,-0.1815
2.3798,-1.5538,-8.4922,-0.1785,-0.2145,-0.0823
2.4086,-0.1772,-8.4731,-0.1418,-0.2659,-0.1471
1.5850,-0.3567,-9.1195,-0.0211,-0.1905,0.0093
0.0742,0.1293,-1.6328,0.1180,0.0229,-0.0413
0.4142,0.9505,-8.9663,0.0850,-0.0477,0.0533
0.4932,0.8930,-9.1123,0.0410,-0.0826,0.0506
-0.0934,1.4557,-8.9399,0.1500,-0.2089,-0.0035
-0.4118,1.2234,-8.9543,0.1428,-0.1410,0.0632
-0.7422,0.9816,-8.7676,0.1108,-0.0424,0.1354
-0.2490,1.4341,-8.9974,0.0666,0.0624,0.3008
Samples stored: 80
-0.8404,-0.0646,-8.9950,0.1836,-0.0088,0.0107
-0.8140,-0.1053,-9.0166,0.1644,0.0157,0.0027
-0.7709,-0.0383,-8.9878,0.1474,-0.0075,0.0032
-0.7111,-0.1221,-9.0405,0.2174,0.0128,0.0104
-0.6752,-0.4190,-9.0836,0.1719,0.0003,0.0163
-0.6919,-0.3328,-8.9711,0.1418,-0.0013,0.0195
-0.2921,-0.6369,-9.1530,0.1143,-0.0618,0.1167
0.0599,-1.1061,-9.0740,-0.1905,-0.1303,0.5489
-2.3487,1.9058,-8.0972,-0.2281,-0.3293,1.2516
-1.9058,4.2473,-8.5138,0.0133,0.0440,1.2780
-0.9409,4.4173,-8.3725,0.1663,-0.3246,0.3597
-1.2306,1.4772,-10.6710,0.3523,-0.6752,-0.3331
-5.1547,1.0894,-10.7835,0.0906,-0.2393,0.3349
-1.1947,2.4349,-3.1292,-0.2502,0.2065,0.0943
-1.3815,2.9999,-6.4332,-0.1212,-0.1903,1.0147
-3.0861,3.8786,-11.3150,-0.1204,-0.8394,0.0514
-3.5219,3.6416,-7.4819,0.1793,0.0035,0.0663
-3.2825,3.2825,-6.4189,-0.1884,0.2761,-0.6065
-0.3831,2.7438,-10.6566,-0.2867,0.5641,-0.3539
-2.8467,2.8539,-4.3742,0.4988,-0.4285,0.0136
-1.3001,2.9640,-10.8625,-0.0914,-0.1927,0.0893
-2.1620,1.8100,-7.4915,0.6094,0.3301,0.3507
-2.9281,2.0303,-6.4979,0.0269,0.0711,-0.0059
-1.1420,3.2465,-14.3892,0.3781,0.8207,-1.0581
-1.1444,1.6376,-4.0773,0.4940,-0.4866,0.2920
-1.5155,1.8172,-9.0405,-0.5692,0.5561,-0.2899
-1.1875,0.4525,-9.7205,0.4498,0.7397,-1.0150
-1.4676,1.9848,-7.2472,-0.4018,0.4698,-2.6838
-3.4764,5.2194,-11.8968,-0.9294,0.5039,-3.5074
0.6009,5.8107,-7.8506,-1.3707,1.3611,-3.6300
0.3543,4.4005,-7.6926,-0.5393,0.4780,-1.6838
-2.9999,5.3343,-8.5473,-0.3675,0.0994,-0.2979
-3.9863,4.9368,-6.5098,0.0400,0.0679,-1.3174
-3.1077,3.3040,-7.2903,0.1340,-0.0469,-0.4770
-1.8100,1.5467,-9.0980,0.3008,0.4383,0.2348
-2.1644,2.8347,-6.2824,0.4477,0.1290,0.2809
-0.5315,2.5450,-10.3860,0.2164,0.0794,0.3451
-1.6185,1.9632,-9.6798,0.4397,0.1665,0.5852
-2.5929,1.8100,-7.8913,0.0722,-0.2854,-0.3099
-0.1269,2.4086,-11.5472,-0.2710,-0.3267,0.1751
-1.5251,1.2857,-5.4995,0.4679,-0.2499,0.1330
-1.5634,0.3136,-10.1969,-0.0171,-0.0125,0.0525
-1.0965,1.1540,-8.6910,0.3941,0.3906,0.6592
-2.3272,0.3783,-7.7524,0.3134,-0.1380,0.0362
0.4190,0.9457,-10.8170,0.3056,0.0530,0.4826
-0.9026,1.1899,-7.6136,0.9009,-0.0365,1.7352
-0.2059,-0.0096,-7.1778,0.8721,0.1551,2.2473
-3.7972,-3.2729,-9.5217,1.6593,0.5233,1.4131
